C1,C2,C3,P
0.0,0.0233,0.3247,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0698,0.3603,0
0.0,0.0,0.3603,0
0.0,0.1163,0.3247,0
0.0,0.0233,0.3386,0
0.0,0.0233,0.3597,0
0.0,0.0698,0.3295,0
0.0,0.2326,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.0698,0.3083,0
0.0,0.0233,0.3603,0
0.0,0.0698,0.3603,0
0.0,0.0,0.3603,0
0.09090000000000001,0.0,0.3603,0
0.0,0.0,0.3609,0
0.0,0.4884,0.3603,0
0.0,0.0698,0.3609,0
0.0,0.0233,0.3543,0
0.0,0.0,0.3603,0
0.0,0.2558,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3609,0
0.0,0.0233,0.3603,0
0.0,0.0698,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.2558,0.37970000000000004,0
0.0,0.0,0.3609,0
0.09090000000000001,0.3488,0.3585,0
0.0,0.0233,0.35309999999999997,0
0.0,0.0,0.3609,0
0.0,0.0698,0.3603,0
0.0,0.0698,0.3609,0
0.0,0.0465,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.0,0.2326,0.3609,0
0.0,0.0,0.3603,0
0.0,0.093,0.3603,0
0.0,0.20929999999999999,0.34950000000000003,0
0.0,0.0465,0.3603,0
0.0,0.0,0.3603,0
0.0,0.2791,0.3452,0
0.0,0.0,0.3609,0
0.0,0.0233,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0233,0.3295,0
0.0,0.0233,0.3392,0
0.0,0.0,0.3603,0
0.0,0.0698,0.3609,0
0.0,0.1395,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0698,0.3476,0
0.0,0.0233,0.347,0
0.0,0.0233,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.1163,0.3603,0
0.0,0.093,0.3609,0
0.0,0.0233,0.3603,0
0.0,0.0465,0.35250000000000004,0
0.0,0.0465,0.3029,0
0.0,0.0465,0.3603,0
0.0,0.0233,0.34040000000000004,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.1163,0.3603,0
0.09090000000000001,0.0698,0.3325,0
0.09090000000000001,0.1395,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3597,0
0.0,0.1163,0.1723,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3319,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0,0.3609,0
0.18180000000000002,0.186,0.3603,0
0.0,0.0233,0.3579,0
0.0,0.0698,0.3609,0
0.0,0.0233,0.3609,0
0.0,0.0233,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0698,0.3603,0
0.18180000000000002,0.0233,0.3603,0
0.0,0.1395,0.2545,0
0.09090000000000001,0.0233,0.347,0
0.0,0.0465,0.35309999999999997,0
0.0,0.0698,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0465,0.3591,0
0.0,0.0698,0.3597,0
0.0,0.0465,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3609,0
0.0,0.093,0.3609,0
0.0,0.1395,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.0,0.093,0.3603,0
0.0,0.093,0.3591,0
0.0,0.0465,0.3489,0
0.0,0.0,0.3603,0
0.0,0.0465,0.3398,0
0.0,0.0,0.3603,0
0.0,0.0698,0.3603,0
0.0,0.0233,0.3458,0
0.0,0.0465,0.3609,0
0.0,0.0233,0.3597,0
0.0,0.093,0.269,0
0.0,0.0233,0.3482,0
0.0,0.0465,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.20929999999999999,0.3603,0
0.0,0.3721,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0698,0.35609999999999997,0
0.0,0.0465,0.3609,0
0.0,0.0465,0.321,0
0.0,0.0465,0.3247,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.0,0.186,0.3609,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.18180000000000002,0.1163,0.3603,0
0.0,0.0465,0.3609,0
0.0,0.1395,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0465,0.3416,0
0.0,0.0233,0.3603,0
0.0,0.0465,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3597,0
0.09090000000000001,0.0233,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.3023,0.32530000000000003,0
0.0,0.0,0.3603,0
0.0,0.1395,0.3603,0
0.0,0.0698,0.5212,0
0.0,0.0465,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0698,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.0,0.1163,0.3386,0
0.0,0.0,0.3603,0
0.0,0.186,0.3603,0
0.0,0.093,0.15960000000000002,0
0.0,0.1395,0.3597,0
0.0,0.0233,0.3609,0
0.0,0.0698,0.3603,0
0.0,0.0465,0.3476,0
0.0,0.0698,0.3603,0
0.0,0.0698,0.3597,0
0.0,0.0465,0.35009999999999997,0
0.0,0.1395,0.3603,0
0.0,0.0698,0.3609,0
0.0,0.0,0.3609,0
0.18180000000000002,0.20929999999999999,0.42869999999999997,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.0,0.3488,0.3549,0
0.0,0.0698,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3422,0
0.0,0.0233,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.20929999999999999,0.35609999999999997,0
0.0,0.0,0.5157,0
0.0,0.2791,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.3953,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3597,0
0.0,0.1628,0.3428,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0698,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3591,0
0.0,0.0465,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3573,0
0.0,0.0233,0.22249999999999998,0
0.0,0.0698,0.3603,0
0.0,0.6512,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.09090000000000001,0.0233,0.3603,0
0.0,0.186,0.3549,0
0.0,0.0233,0.3543,0
0.0,0.0233,0.3603,0
0.0,0.0698,0.3543,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3585,0
0.0,0.0465,0.3603,0
0.0,0.0,0.3603,0
0.0,0.093,0.3603,0
0.0,0.0,0.3603,0
0.0,0.1163,0.3537,0
0.0,0.0465,0.3603,0
0.0,0.0698,0.3603,0
0.0,0.0698,0.3609,0
0.0,0.0465,0.3416,0
0.0,0.093,0.3591,0
0.0,0.0,0.3597,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0698,0.3603,0
0.0,0.0698,0.34950000000000003,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.0,0.1163,0.4027,0
0.0,0.0233,0.30110000000000003,0
0.0,0.0,0.3603,0
0.09090000000000001,0.0465,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.20929999999999999,0.3603,0
0.0,0.0233,0.3597,0
0.0,0.0698,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0465,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0,0.3597,0
0.0,0.20929999999999999,0.3603,0
0.0,0.0,0.3567,0
0.0,0.0698,0.3603,0
0.0,0.0,0.3597,0
0.09090000000000001,0.093,0.3609,0
0.0,0.0698,0.3603,0
0.0,0.093,0.3356,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3609,0
0.0,0.093,0.3609,0
0.0,0.0,0.3609,0
0.0,0.093,0.3325,0
0.0,0.1163,0.3603,0
0.0,0.1395,0.3603,0
0.0,0.0465,0.3325,0
0.0,0.1163,0.3603,0
0.0,0.3023,0.35309999999999997,0
0.0,0.0,0.3603,0
0.0,0.1628,0.3089,0
0.0,0.0233,0.3609,0
0.0,0.0,0.3603,0
0.0,0.1163,0.4365,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.093,0.3603,0
0.0,0.20929999999999999,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3609,0
0.0,0.1628,0.2848,0
0.0,0.0,0.3597,0
0.0,0.1395,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3845,0
0.0,0.0,0.3603,0
0.0,0.4419,0.3954,0
0.0,0.0465,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0698,0.3428,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.1163,0.3597,0
0.0,0.0,0.3597,0
0.0,0.186,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3609,0
0.0,0.1163,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3609,0
0.0,0.0698,0.3513,0
0.0,0.0,0.3609,0
0.0,0.0465,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0698,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0233,0.3114,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
