C1,C2,C3,P
0.0,0.0,0.3597,0
0.0,0.0233,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.1395,0.347,0
0.0,0.2558,0.2872,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0698,0.3319,0
0.0,0.0233,0.3591,0
0.0,0.0,0.8283,0
0.09090000000000001,0.20929999999999999,0.3603,0
0.0,0.0,0.3597,0
0.18180000000000002,0.0233,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.1163,0.3603,0
0.0,0.0698,0.3609,0
0.0,0.0233,0.3609,0
0.6364,0.4419,0.3603,0
0.0,0.2326,0.36519999999999997,0
0.18180000000000002,0.1163,0.3422,0
0.0,0.0465,0.4389,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3591,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.347,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.1163,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0465,0.3597,0
0.0,0.0233,0.3585,0
0.0,0.0,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0698,0.3609,0
0.0,0.0,0.3609,0
0.0,0.0465,0.3603,0
0.0,0.0,0.3603,0
0.0,0.093,0.3603,0
0.0,0.0698,0.3736,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3609,0
0.0,0.4884,0.34099999999999997,0
0.0,0.0233,0.3603,0
0.0,0.5349,0.3235,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.0,0.093,0.3603,0
0.0,0.186,0.3603,0
0.0,0.0698,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3591,0
0.0,0.41859999999999997,0.3452,0
0.0,0.093,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0465,0.3603,0
0.0,0.2326,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.36360000000000003,0.093,0.3609,0
0.0,0.0465,0.3609,0
0.0,0.1628,0.2854,0
0.0,0.0465,0.321,0
0.0,0.0465,0.3603,0
0.0,0.20929999999999999,0.3464,0
0.0,0.0,0.3609,0
0.0,0.2326,0.3906,0
0.0,0.0,0.3603,0
0.0,0.1163,0.3603,0
0.0,0.0,0.3585,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3422,0
0.0,0.0233,0.35250000000000004,0
0.0,0.0465,0.3603,0
0.0,0.0233,0.35309999999999997,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0698,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.0,0.1395,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.0233,0.3349,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.0465,0.3609,0
0.09090000000000001,0.0233,0.3603,0
0.0,0.0233,0.35550000000000004,0
0.0,0.0233,0.3277,0
0.0,0.0233,0.3591,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0465,0.3458,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0465,0.3609,0
0.0,0.0698,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.18180000000000002,0.0698,0.3609,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0233,0.3307,0
0.0,0.0233,0.3537,0
0.0,0.0233,0.3192,0
0.0,0.1163,0.3609,0
0.0,0.0,0.3609,0
0.0,0.0465,0.3392,0
0.0,0.1628,0.2823,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.0,0.186,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.2326,0.4353,0
0.0,0.0698,0.3609,0
0.0,0.0698,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0698,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3597,0
0.0,0.0465,0.3603,0
0.0,0.0233,0.3609,0
0.0,0.0698,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0698,0.3609,0
0.0,0.0,0.3597,0
0.0,0.0233,0.3489,0
0.0,0.093,0.3609,0
0.0,0.0233,0.347,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.0,0.093,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3573,0
0.0,0.0233,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.093,0.3609,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.0233,0.3216,0
0.0,0.2558,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0465,0.46740000000000004,0
0.0,0.0233,0.35009999999999997,0
0.0,0.0,0.3573,0
0.0,0.0465,0.3603,0
0.0,0.1395,0.3307,0
0.0,0.0233,0.3603,0
0.0,0.5349,0.3603,0
0.0,0.1163,0.3603,0
0.0,0.0,0.3591,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0465,0.3597,0
0.0,0.0,0.3603,0
0.0,0.093,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0,0.3603,0
0.09090000000000001,0.093,0.3609,0
0.0,0.0698,0.3609,0
0.0,0.0698,0.3603,0
0.0,0.093,0.3277,0
0.0,0.0698,0.3609,0
0.0,0.0,0.3579,0
0.0,0.0,0.3603,0
0.0,0.0698,0.3247,0
0.0,0.0,0.3603,0
