C1,C2,C3,P
0.9450000000000001,0.9679,0.9309000000000001,0
0.9308,0.9744,0.9162,0
0.9564,0.9936,0.9678,0
0.9213,0.9679,0.9162,0
0.8654,0.9679,0.8122,0
0.837,0.9808,0.8122,0
0.9564,0.9808,0.9400999999999999,0
0.8956999999999999,0.9808,0.8803,0
0.9204,0.9487,0.9015,0
0.91,0.9872,0.8987,0
0.9488,0.9808,0.9319,0
0.946,0.9679,0.9291,0
0.9479,0.9936,0.9282,0
0.9440999999999999,0.9744,0.9273,0
0.9450000000000001,0.9872,0.9411,0
0.9517,0.9744,0.919,0
0.9488,0.9744,0.9392,0
0.8986000000000001,0.9551000000000001,0.895,0
0.9479,0.9872,0.919,0
0.9147,0.9744,0.8913,0
0.9479,0.9679,0.9273,0
0.9412,0.9808,0.9328,0
0.8938,0.9487,0.8785000000000001,0
0.8265,0.9423,0.8223,0
0.9374,0.9487,0.9227,0
0.9517,0.9936,0.9355,0
0.9213,0.9808,0.907,0
0.9498,0.9615,0.9374,0
0.9526,0.9679,0.9328,0
0.9498,0.9808,0.9337,0
0.9517,0.9679,0.9208000000000001,0
0.9403,0.9295,0.8978,0
0.9479,0.9423,0.9217,0
0.9261,0.9551000000000001,0.9006,0
0.9365,0.9679,0.918,0
0.9318,0.9679,0.9033,0
0.9450000000000001,0.9551000000000001,0.9319,0
0.9469,0.9872,0.9309000000000001,0
0.9412,0.9872,0.918,0
0.9393,0.9615,0.9567,0
0.9384,0.9744,0.9171,0
0.9232,0.9423,0.8987,0
0.9498,0.9808,0.9503,0
0.9336,0.9551000000000001,0.9015,0
0.9479,0.9744,0.9503,0
0.9507,0.9872,0.9337,0
0.8948,0.9808,0.861,0
0.9517,0.9744,0.9355,0
0.9479,0.9744,0.9299999999999999,0
0.9469,0.9487,0.9346,0
0.9384,0.9872,0.8978,0
0.9071,0.9744,0.8959,0
0.8645,0.9487,0.8444,0
0.9137,0.9744,0.9254,0
0.9536,0.9808,0.9299999999999999,0
0.9517,0.9936,0.9448,0
0.9355,0.9872,0.9217,0
0.8322,0.9744,0.825,0
0.909,0.9744,0.8969,0
0.9213,0.9615,0.9042,0
0.9450000000000001,0.9808,0.9273,0
0.9346,0.9359,0.9134,0
0.9450000000000001,0.9744,0.9337,0
0.9440999999999999,0.9551000000000001,0.8987,0
0.9479,0.9615,0.9254,0
0.9261,0.9872,0.8858,0
0.9374,0.9744,0.9052,0
0.9450000000000001,0.9936,0.9438,0
0.9507,0.9295,0.9162,0
0.909,0.9808,0.8821,0
0.9498,0.9359,0.9282,0
0.9422,0.9808,0.9309000000000001,0
0.8956999999999999,0.9808,0.8775,0
0.9403,0.9808,0.9061,0
0.9498,0.9295,0.9448,0
0.9488,0.9808,0.9337,0
0.9488,0.9872,0.9346,0
0.9479,0.9872,0.9282,0
0.9261,0.9744,0.8904,0
0.9517,0.9872,0.9198999999999999,0
0.9507,0.9808,0.9328,0
