C1,C2,C3,P
0.0,0.0233,0.3603,0
0.0,0.093,0.3603,0
0.0,0.1395,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0233,0.3603,0
0.0,0.20929999999999999,0.3603,0
0.0,0.186,0.1856,0
0.0,0.0,0.3603,0
0.0,0.7674,0.3603,0
0.0,0.0,0.3603,0
0.09090000000000001,0.0,0.3603,0
0.2727,0.2326,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0233,0.3609,0
0.0,0.0465,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3458,0
0.0,0.20929999999999999,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.0465,0.3507,0
0.0,0.0698,0.3603,0
0.0,0.093,0.3609,0
0.0,0.0698,0.3609,0
0.0,0.0465,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3597,0
0.0,0.0,0.3603,0
0.0,0.0,0.3597,0
0.0,0.0,0.3609,0
0.0,0.0,0.3609,0
0.0,0.0233,0.3603,0
0.0,0.0698,0.3603,0
0.0,0.0698,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0698,0.3573,0
0.0,0.0233,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.1628,0.3603,0
0.0,0.1163,0.3609,0
0.0,0.0233,0.3603,0
0.0,0.093,0.3277,0
0.0,0.0465,0.3609,0
0.0,0.0698,0.3603,0
0.0,0.0465,0.3537,0
0.0,0.0,0.3603,0
0.0,0.0698,0.3585,0
0.0,0.0,0.3591,0
0.0,0.0,0.3603,0
0.18180000000000002,0.0233,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.0,0.2558,0.3464,0
0.0,0.0233,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.0,0.3591,0
0.0,0.0465,0.3077,0
0.0,0.0465,0.2703,0
0.0,0.0465,0.3603,0
0.0,0.2791,0.3452,0
0.0,0.0,0.3609,0
0.09090000000000001,0.0465,0.3603,0
0.0,0.093,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0233,0.34950000000000003,0
0.0,0.0698,0.3603,0
