C1,C2,C3,P
0.0,0.093,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0,0.3609,0
0.0,0.1395,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.1395,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.093,0.3609,0
0.0,0.0233,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0233,0.3609,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0,0.3597,0
0.0,0.0698,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0698,0.3446,0
0.0,0.0,0.3603,0
0.0,0.1395,0.4317,0
0.0,0.0,0.3603,0
0.0,0.1395,0.3845,0
0.0,0.0465,0.4389,0
0.0,0.0698,0.3603,0
0.0,0.1628,0.7273000000000001,0
0.0,0.20929999999999999,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0233,0.3609,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0465,0.3603,0
0.0,0.0,0.3603,0
0.0,0.0465,0.3537,0
0.0,0.0698,0.3609,0
0.0,0.0465,0.3337,0
0.0,0.20929999999999999,0.3609,0
0.0,0.0233,0.3609,0
0.0,0.0233,0.1457,0
0.0,0.0,0.3609,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3609,0
0.0,0.0,0.3603,0
0.0,0.0698,0.3603,0
0.0,0.0233,0.3609,0
0.0,0.186,0.35250000000000004,0
0.09090000000000001,0.0698,0.3603,0
0.0,0.0698,0.3603,0
0.0,0.0233,0.3603,0
0.36360000000000003,0.0233,0.3464,0
0.0,0.0465,0.35250000000000004,0
0.0,0.1163,0.3603,0
0.0,0.2558,0.3603,0
0.0,0.3023,0.3603,0
0.0,0.093,0.4057,0
0.0,0.0233,0.3603,0
0.0,0.0,0.3609,0
0.09090000000000001,0.0698,0.3603,0
