C1,C2,C3,P
0.927,0.9744,0.9162,0
0.8986000000000001,0.9744,0.849,0
0.9526,0.9808,0.9355,0
0.8919,0.9872,0.8619,0
0.9156,0.9551000000000001,0.9015,0
0.9479,0.9808,0.9337,0
0.9488,0.9872,0.9438,0
0.9440999999999999,0.9487,0.9319,0
0.9431,0.9679,0.9236,0
0.8331999999999999,0.9744,0.8223,0
0.9526,0.9679,0.9448,0
0.9469,0.9808,0.942,0
0.9536,0.9808,0.9400999999999999,0
0.9564,0.9808,0.9392,0
0.9488,0.9615,0.9355,0
0.9450000000000001,0.9551000000000001,0.9355,0
0.9507,0.9872,0.9466,0
0.9479,0.6603,0.9052,0
0.9450000000000001,0.9808,0.9400999999999999,0
0.9450000000000001,0.9679,0.9245,0
0.9488,0.9679,0.9263,0
0.9308,0.9808,0.9346,0
0.9479,0.9936,0.9337,0
0.9450000000000001,0.9872,0.9245,0
0.9223,0.9679,0.8941,0
0.9479,0.9872,0.9365,0
0.91,0.9615,0.8738,0
0.9507,0.9744,0.9299999999999999,0
0.9403,0.9679,0.9299999999999999,0
0.9327,0.9615,0.9217,0
0.9327,0.9808,0.918,0
0.9355,0.9615,0.9153,0
0.9384,0.9808,0.9198999999999999,0
0.9517,0.9423,0.9346,0
0.9308,0.9808,0.9227,0
0.9498,0.9872,0.9328,0
0.9393,0.9744,0.9227,0
0.9336,0.9872,0.9171,0
0.9479,0.9808,0.9153,0
0.9422,0.9744,0.9291,0
0.9469,0.9679,0.9236,0
0.9412,0.9551000000000001,0.9291,0
0.8512,0.9679,0.8085,0
0.91,0.9551000000000001,0.8895,0
0.8616,0.9808,0.8416,0
0.9440999999999999,0.9936,0.9217,0
0.9488,0.9615,0.9346,0
0.8313,0.9872,0.8223,0
0.9526,0.6474,0.8913,0
0.9469,0.9808,0.9346,0
0.946,0.9872,0.9144,0
0.9336,0.9615,0.9144,0
0.9536,0.9936,0.942,0
0.9384,0.9808,0.9125,0
0.9346,0.9808,0.9263,0
0.9393,0.9872,0.9236,0
0.9374,0.9551000000000001,0.9227,0
0.9545,0.9487,0.9475,0
0.9412,0.9808,0.9245,0
0.9431,0.9679,0.9273,0
0.9479,0.9808,0.918,0
0.9412,0.9679,0.9217,0
0.9488,0.9808,0.9273,0
0.9488,0.9808,0.9328,0
0.9545,0.9679,0.9503,0
0.9223,0.9808,0.9097999999999999,0
0.9469,0.9744,0.9144,0
0.9555,0.9936,0.9309000000000001,0
0.9536,0.9551000000000001,0.9273,0
0.9232,0.9808,0.9125,0
0.9279999999999999,0.9615,0.9125,0
0.9450000000000001,0.9808,0.9365,0
0.9327,0.9615,0.9273,0
0.9469,0.9679,0.9299999999999999,0
0.9422,0.9744,0.919,0
0.8180000000000001,0.9808,0.802,0
0.946,0.9231,0.9144,0
0.9517,0.9808,0.918,0
0.9488,0.9551000000000001,0.9374,0
0.9488,0.9872,0.9365,0
0.9498,0.9872,0.9319,0
0.9440999999999999,0.9936,0.9245,0
0.9469,0.9679,0.9309000000000001,0
0.9488,0.9808,0.9328,0
0.9517,0.9808,0.9319,0
0.9327,0.9808,0.9227,0
0.9384,0.9679,0.9254,0
0.9545,0.9679,0.9346,0
0.9536,0.9744,0.9097999999999999,0
0.9109,0.9551000000000001,0.8932,0
0.6,0.9487,0.6022,0
0.9318,0.9615,0.9263,0
0.9479,0.9551000000000001,0.9144,0
0.946,0.9679,0.918,0
0.9469,0.9872,0.9337,0
0.9498,0.9872,0.9355,0
0.9185,0.9679,0.9088,0
0.9412,0.9808,0.9198999999999999,0
0.9545,0.9679,0.9061,0
0.9204,0.9744,0.895,0
0.9526,0.9744,0.9438,0
0.9526,0.8974,0.9107000000000001,0
0.8654,0.9551000000000001,0.8553999999999999,0
0.9156,0.9744,0.8978,0
0.9469,0.9744,0.9365,0
0.9517,0.9744,0.9374,0
0.9536,0.9872,0.9411,0
0.9536,0.9679,0.9309000000000001,0
0.9450000000000001,0.9551000000000001,0.9429,0
0.9431,0.9551000000000001,0.9319,0
0.8815,0.9359,0.86,0
0.9573,0.9872,0.9457,0
0.9536,0.9679,0.9254,0
0.9156,0.9744,0.9024,0
0.9346,0.9487,0.8987,0
0.9384,0.9872,0.9236,0
0.9318,0.9808,0.9153,0
0.9440999999999999,0.9423,0.9097999999999999,0
0.946,0.9872,0.9273,0
0.9526,0.9808,0.9448,0
0.9261,0.9679,0.8876999999999999,0
0.9450000000000001,0.9936,0.9236,0
0.9346,0.9744,0.9097999999999999,0
0.9403,0.9808,0.9125,0
0.9517,0.9551000000000001,0.9392,0
0.9261,0.9808,0.9042,0
0.9488,0.9487,0.9365,0
0.9440999999999999,0.9615,0.9374,0
0.9517,0.9551000000000001,0.9282,0
0.9422,0.9808,0.9282,0
0.9393,0.9808,0.9273,0
0.946,0.9615,0.9299999999999999,0
0.8986000000000001,0.9679,0.8987,0
0.9479,0.9872,0.9411,0
0.9488,0.9872,0.9236,0
0.9545,0.9679,0.9263,0
0.9469,0.9679,0.9337,0
0.9232,0.9615,0.8775,0
0.9450000000000001,0.9744,0.9052,0
0.9469,0.9744,0.9208000000000001,0
0.9393,0.9679,0.919,0
0.9545,0.9679,0.9153,0
0.9507,0.9808,0.9254,0
0.9194,0.9679,0.8941,0
0.946,0.9808,0.9411,0
0.9488,0.891,0.9400999999999999,0
0.9440999999999999,0.9551000000000001,0.953,0
0.8275,0.9679,0.8029,0
0.9422,0.9423,0.9107000000000001,0
0.9536,0.9744,0.9365,0
0.9289000000000001,0.9872,0.9134,0
0.9526,0.9744,0.9337,0
0.9469,0.9744,0.9346,0
0.9469,0.9679,0.9042,0
0.9440999999999999,0.9872,0.9319,0
0.9469,0.9872,0.9346,0
0.9431,0.9679,0.9282,0
0.9507,0.9872,0.9355,0
0.9299,0.9744,0.9171,0
0.9488,0.9679,0.9198999999999999,0
0.8768,0.9872,0.8702,0
0.9469,0.9423,0.9198999999999999,0
0.946,0.9872,0.918,0
0.9498,0.9679,0.9263,0
0.9526,0.9808,0.942,0
0.9498,0.9936,0.9227,0
0.9440999999999999,0.9615,0.9263,0
0.9507,0.9679,0.8904,0
0.9374,0.9872,0.9144,0
0.9517,0.9808,0.9144,0
0.9498,0.9872,0.9466,0
0.946,0.9872,0.9291,0
0.946,0.9551000000000001,0.9299999999999999,0
0.9507,0.9872,0.954,0
0.9536,0.9872,0.9365,0
0.89,0.9615,0.86,0
0.9393,0.9679,0.9319,0
